Id,MainText,Subjectivity,Polarity
99_6786_4,Luvvvvvv it OMG I LOVE IT LOVE LOV LO L LU LUV LUV I LUV IT,2.0,2.0
99_6787_4,2 thumbs up Good,2.0,2.0
99_6788_4,A really Good app,2.0,2.0
99_6789_4,Very good ,2.0,2.0
99_6790_4,This is awesome,2.0,2.0
99_6791_4,Amazing It's an awesome app I say you all download it,2.0,2.0
99_6792_4,Kiran Best photo editor app,2.0,2.0
99_6793_4,A Awesome,2.0,2.0
99_6794_4,Cool Fantastic,2.0,2.0
99_6795_4,Samsung galaxy s4 Awesome,2.0,2.0
99_6796_4,Photo photo photo Love them photos,2.0,2.0
99_6797_4,jst osm really awsm app jst love diz,2.0,2.0
99_6798_4,galaxy pocket excellent application allover,2.0,2.0
99_6799_4,Nothing I Wanna Try This,2.0,2.0
99_6800_4,great needs more features and hope u will advance to videos,2.0,2.0
99_6801_4,Editing I love it,2.0,2.0
99_6802_4,Superb Best app I had ever Seen,2.0,2.0
99_6803_4,gud fine,2.0,2.0
99_6804_4,Gd Nice,2.0,2.0
99_6805_4,Done Best Photoshop I have ever used,2.0,2.0
99_6806_4, I love it It's so easy to work with ,2.0,2.0
99_6807_4,Excellent App Excellent App you dont need anything else,2.0,2.0
99_6808_4,I love where are the colors of the textfonts they disappeared,2.0,2.0
99_6809_4,Cool I like it Just a bit slow,2.0,2.0
99_6810_4,I love this because it's a fun way to express yourself D ,2.0,2.0
99_6811_4,V Good nd interesting Application for all V Interesting,2.0,2.0
99_6812_4,Awesome Great achievement,2.0,2.0
99_6813_4,Excellent But need to add some more features,2.0,2.0
99_6814_4,It sucks I was trying to do something so simple and I cant figure out anything Have no idea how the other ratings are so good,2.0,2.0
99_6815_4,PicsArt This is my favorite editing app And it's free Runs super smooth on my Galaxy III Keep up the great work Now using on my Nexus 5 still awesome ,2.0,2.0
99_6816_4,Luv it Great,2.0,2.0
99_6817_4, cool,2.0,2.0
99_6818_4,Obviously it's good if I gave it 5 starts I use this app to edit all my pictures I love this app so much ,2.0,2.0
99_6819_4,Udayani I love this app,2.0,2.0
99_6820_4,I like it This app is so amazing,2.0,2.0
99_6821_4,I used this app on my lil brother's phone and I loved it I just installed it so if it suits me too I would be back to crown it up to five stars A ,2.0,2.0
99_6822_4,Cool ,2.0,2.0
99_6823_4,Best app so far I love that u can edit and make it ur own that's cool,2.0,2.0
99_6824_4,Awesome app Works perfectly for all of my pictures ,2.0,2.0
99_6825_4,AWESOME and amazing It's so cool I LOVE it ,2.0,2.0
99_6826_4,Must download Easy good,2.0,2.0
99_6827_4,l love it its better then others,2.0,2.0
99_6828_4,Awesome Lv ths app,2.0,2.0
99_6829_4,I like it It's an wonderful software mindblowingI just love to use it very uivery muchjust like it,2.0,2.0
99_6830_4, Awesome,2.0,2.0
99_6831_4,love I know the hype is with the instagram release but this feature rich app blows it out of the water,2.0,2.0
99_6832_4,Satisfactory I think its better than other pics edit app Thumbs up guys,2.0,2.0
99_6833_4,I believe pics art gives you the opportunity t adventurer It's good,2.0,2.0
99_6834_4,luv it simple and fast but pls add more clip art and so sticker,2.0,2.0
99_6835_4,Good N,2.0,2.0
99_6836_4,AWESOME Great editing photo apk,2.0,2.0
99_6837_4,Sweeeet The best picture editor I have got,2.0,2.0
99_6838_4,Long time I've had this for a long time and I always go back to using it It has most of ur basics,2.0,2.0
99_6839_4,A good app It's a good app but needs improvement,2.0,2.0
99_6840_4,Its superb Amazing app,2.0,2.0
99_6841_4,Fab Gd,2.0,2.0
99_6842_4,Good apps Ok,2.0,2.0
99_6843_4,So freaking awsom Best app i aver had,2.0,2.0
99_6844_4,Wawwww Nice,2.0,2.0
99_6845_4,Good Amazing,2.0,2.0
99_6846_4,Exclusive Awesome app experience,2.0,2.0
99_6847_4,i think best gud,2.0,2.0
99_6848_4,Supern Suppppppppppppper,2.0,2.0
99_6849_4,Ok laa Ok laaa,2.0,2.0
99_6850_4,I jux can't stop using this app Excellently perfect,2.0,2.0
99_6851_4,Excellent work The best App in category by far You can do almost everything Congratulations Devs,2.0,2.0
99_6852_4,Amazing Nice,2.0,2.0
99_6853_4,Ganesh lg p350 Great app,2.0,2.0
99_6854_4,Wonderful Just like original Really Greatest experiencedday by day excellent,2.0,2.0
99_6855_4,Maricela loves I like this app Love mah bad,2.0,2.0
99_6856_4,Fantastic Good programme,2.0,2.0
99_6857_4,Best gr8 Like it nice good job plz add more frame for free pack,2.0,2.0
99_6858_4,love It I Love This App,2.0,2.0
99_6859_4,Good job Good app,2.0,2.0
99_6860_4,Wow Factor Initially I did not set my eyes on this wonderful app however the other day I tried my hand at this app by chance to juggle and the experience was amazing I am now addicted to your app Keep improving and keep on improving Bravo,2.0,2.0
99_6861_4,Amazing One of the best photo editor loved it 3,2.0,2.0
99_6862_4,Excellent Good aap for nice creativity m using always for my good photos,2.0,2.0
99_6863_4,Excellent Its nice easy to use,2.0,2.0
99_6864_4,Awesome Simply superb good wok,2.0,2.0
99_6865_4,Hmm Nice app,2.0,2.0
99_6866_4,Best one yet Love this app Haven't found one better and I've looked ,2.0,2.0
99_6867_4,My favourite This is the best photo app ,2.0,2.0
99_6868_4,Excellent Loved,2.0,2.0
99_6869_4,Jude Its gd app,2.0,2.0
99_6870_4,4 not bad,2.0,2.0
99_6871_4,I love this Very good game,2.0,2.0
99_6872_4,very good i love mariah carey,2.0,2.0
99_6873_4,Awesome Best photo editior i ever use,2.0,2.0
99_6874_4,Awesome Its totally worth downloading it,2.0,2.0
99_6875_4,sick app i jst luv this app,2.0,2.0
99_6876_4,Nice app Worth downloading,2.0,2.0
99_6877_4,143 Wow nice sachin,2.0,2.0
99_6878_4,Photoshop Ok,2.0,2.0
99_6879_4,Good Exllent,2.0,2.0
99_6880_4,Top Nice,2.0,2.0
99_6881_4,Exelente Thanks again,2.0,2.0
99_6882_4,Awesome Nice appl 4 every one ,2.0,2.0
99_6883_4,Fun and creative Easy to use fun makes any picture cute and creative,2.0,2.0
99_6884_4,love this app Its my fave ,2.0,2.0
99_6885_4,Amazing Its just amazing u can do different thing with the pictures But it wont let u go on to it ,2.0,2.0
99_6886_4,Good Wow,2.0,2.0
99_6887_4,Great app I love this app ,2.0,2.0
99_6888_4,Great Love it The best do far,2.0,2.0
99_6889_4, It's great,2.0,2.0
99_6890_4,Am thankful very good Very good,2.0,2.0
99_6891_4,Awesome Loved it,2.0,2.0
99_6892_4,GOOD It is a good softer I love the picart i must wel come the gertst the power ful in i apsulutle it very very beut soft and become some i like then,2.0,2.0
99_6893_4,i love it this app lets you create beautiful pictures,2.0,2.0
99_6894_4,I love this app ,2.0,2.0
99_6895_4,Great until,2.0,2.0
99_6896_4,It is for everyone who like pics It is the perfect way to make some perfect pictures it has much feathers everything you need to edit pics ,2.0,2.0
99_6897_4,Fine app Look good Much impresive and high perfomance with generic android old version ,2.0,2.0
99_6898_4,Great app can have good editing Great app gud editor ,2.0,2.0
99_6899_4,HTC user Great app Love it,2.0,2.0
99_6900_4,Goood No good,2.0,2.0
99_6901_4,Its good It s a nice app,2.0,2.0
99_6902_4,Awsome App I m using this app from 15 years and I haven't seen any other app which compete its performance Keep uptading Love this app 5 stars from my side,2.0,2.0
99_6903_4,Ikililu Good,2.0,2.0
99_6904_4,nice job terbaik,2.0,2.0
99_6905_4,Pravu Exlent,2.0,2.0
99_6906_4,Awesome app I never saw a app like this beforegood work,2.0,2.0
99_6907_4,Very awesome and excellent I love the features of this app I can edit pictures in a high quality Keep up the good work,2.0,2.0
99_6908_4,I love this app but my opinion is to add some more clear tracing image and coloring bottle in draw menu so that i can make comics like a photoshop,2.0,2.0
99_6909_4,Well done Best ever photo editor ever Xx,2.0,2.0
99_6910_4,I like this aaps Baptu dey,2.0,2.0
99_6911_4,Its awesome Its really nice ,2.0,2.0
99_6912_4,Galaxy note 3 Just awsum best one the store,2.0,2.0
99_6913_4,Great Love it ,2.0,2.0
99_6914_4,Diamond I love Yhu,2.0,2.0
99_6915_4,masha allah it's very nyc,2.0,2.0
99_6916_4,I love dis app Awesome,2.0,2.0
99_6917_4,Awesome Love love love this app ,2.0,2.0
99_6918_4,Love it I love this App I us it all the time ,2.0,2.0
99_6919_4,Love it Takes forever to apply effects very slow,2.0,2.0
99_6920_4,Nice and Awesome I really love this appits easy to use and yet the result is goodthanks for the cool app ,2.0,2.0
99_6921_4,ABSOLUTE BEST This app is awesome I've edited some really cool pictures And everyone loves them Definitely download this app I wish I could rate it better then 5 stars ,2.0,2.0
99_6922_4,I love it It is one of the best apps I have downloaded ever 3 D,2.0,2.0
99_6923_4,Great fun FUN making collages ,2.0,2.0
99_6924_4,THIS THING IS A BEAST This app is like Photoshop CS5 or CS6 but for for your phone Can't believe how weak the PS app is But this thing here rocks ,2.0,2.0
99_6925_4,Great Great free app Does everything I need it to do for pictures I've taken on my phone,2.0,2.0
99_6926_4,Grt app Love it,2.0,2.0
99_6927_4,This is awesome I love this app I use this app ALL of the time its totally worth installing it ,2.0,2.0
99_6928_4,Just stops Sucks,2.0,2.0
99_6929_4,Superbb app Just loved its features,2.0,2.0
99_6930_4,Gr8 app Just gr8,2.0,2.0
99_6931_4,DeeH'Lerh Very very much good,2.0,2.0
99_6932_4,100 Excellent application ever,2.0,2.0
99_6933_4,Aakaash Nehra It let us do everything love it ,2.0,2.0
99_6934_4,Nice Would be better,2.0,2.0
99_6935_4,EXCELLENT APP Simple and good app,2.0,2.0
99_6936_4,Fav fav FAVORITE My 1 app choice I don't even use it for photos tho I use picsart for my icon designer and believe it or not nothing else Thank u to the picsart team u guys ROCK,2.0,2.0
99_6937_4,Cool app Awsome app works fantastic just love it Wow,2.0,2.0
99_6938_4,Cool app Loved it,2.0,2.0
99_6939_4,I give 5 stars Because was exelent,2.0,2.0
99_6940_4,VERY NICE it is a WSM app by using dis app every1 has bcom a good artist,2.0,2.0
99_6941_4,Symphony W90 It is a nice application,2.0,2.0
99_6942_4,The best application hands down There isn't any other drawing software as complete and professional as this one for a cell phone or tablet I've pushed and compared to other professional apps including Adobe This app continues to blow the others away,2.0,2.0
99_6943_4,Gud Ousume,2.0,2.0
99_6944_4,Meh Okay would reccomened but a little slow,2.0,2.0
99_6945_4,Very easy to use Just downloaded the app so far I like it Very easy to navigate and easy to use Love it ,2.0,2.0
99_6946_4,Really creative Awesome ,2.0,2.0
99_6947_4,Amazing Really awesome app ,2.0,2.0
99_6948_4,Fantastica ,2.0,2.0
99_6949_4,Luv it Best free picture app out ,2.0,2.0
99_6950_4,Wow Amazing app So nice So creative Lastly perfect to me ,2.0,2.0
99_6951_4,Very nice Zakas,2.0,2.0
99_6952_4,Not gud app ,2.0,2.0
99_6953_4,Worst Worst dam app do not download it sucks,2.0,2.0
99_6954_4,Interesting Not good enough but it can be improved,2.0,2.0
99_6955_4,Awesome Nyc app 3,2.0,2.0
99_6956_4,Its very good everybody download it Very cool,2.0,2.0
99_6957_4,Great app Love it,2.0,2.0
99_6958_4,Good This makes beautiful pics,2.0,2.0
99_6959_4,Love Picsart Its my favorite app,2.0,2.0
99_6960_4,Aliffia I like this,2.0,2.0
99_6961_4,great good,2.0,2.0
99_6962_4,Excellent I like this program very well Thanks,2.0,2.0
99_6963_4,Awesome Awesome ,2.0,2.0
99_6964_4,New to me Have not tried it yet,2.0,2.0
99_6965_4,galaxy ace love this app,2.0,2.0
99_6966_4,Nice Extremely nice,2.0,2.0
99_6967_4,Best app ,2.0,2.0
99_6968_4,Its awesome Cool app to photo edit,2.0,2.0
99_6969_4,Wonderful I simply love this app,2.0,2.0
99_6970_4,Mast app Itz really nice app,2.0,2.0
99_6971_4,Pretty cool Luv it,2.0,2.0
99_6972_4,Jones Very Nice,2.0,2.0
99_6973_4,Awesome app Love this,2.0,2.0
99_6974_4,Awesome Picsart Is The Best Editing Photo App,2.0,2.0
99_6975_4,M M,2.0,2.0
99_6976_4,Lol Good,2.0,2.0
99_6977_4,Its so nice To have pic art App in ur phone it will gives u happiness everytime u use this App,2.0,2.0
99_6978_4,Wonderful I love this app,2.0,2.0
99_6979_4,App Seems cool,2.0,2.0
99_6980_4,Love IloveIt,2.0,2.0
99_6981_4,Works Excellent I love it,2.0,2.0
99_6982_4,Great App Love this App You guys did a great job ,2.0,2.0
99_6983_4,Always good I've had this app the last 3 phones I've had Never disappoints,2.0,2.0
99_6984_4,Yha Yha,2.0,2.0
99_6985_4,Awsome Nice i love it,2.0,2.0
99_6986_4,HTC one s Good,2.0,2.0
99_6987_4,I love it It is working great for me ,2.0,2.0
99_6988_4,Great app I love this app so much 3,2.0,2.0
99_6989_4,Vvv perfect Outstanding loving app all inoxxent persons use this also,2.0,2.0
99_6990_4,Sabeeh Super,2.0,2.0
99_6991_4,Good Good And easy for editing photo,2.0,2.0
99_6992_4,Super app Awsome,2.0,2.0
99_6993_4,Amazing Tnx for creating this app ,2.0,2.0
99_6994_4,Such a Amazing Apps Superb apps,2.0,2.0
99_6995_4,very good love it so bad ,2.0,2.0
99_6996_4,Great I love picsart,2.0,2.0
99_6997_4,Awesome Very user friendly and offers a wide variety of things We love it Esp making collages ,2.0,2.0
99_6998_4,Superb Excellent app to boost our creativity,2.0,2.0
99_6999_4,Good and wood Super app,2.0,2.0
99_7000_4,Cool Best Love it,2.0,2.0
99_7001_4,Good app Good app,2.0,2.0
99_7002_4,Samsung galaxy note3 It's the best pic editor forAndroid,2.0,2.0
99_7003_4,Nice apps This is very nice app for those who really likes to edit photos,2.0,2.0
99_7004_4,Best art game I love art and craft very much,2.0,2.0
99_7005_4,Great Photoshop I like it alot especially for small touch ups and facebook ,2.0,2.0
99_7006_4,waw so guD pixlr express on demand,2.0,2.0
99_7007_4,Very well Works excellent thank you ,2.0,2.0
99_7008_4,Awesome Great app Great contents Excelente para edici n ,2.0,2.0
99_7009_4,Editing pics Superb ty,2.0,2.0
99_7010_4,Love it It's amazing,2.0,2.0
99_7011_4,awesme wrk this app is a nce wrk its best photo editng app still u can improve a bit bt other wise great job desreves 5 star,2.0,2.0
99_7012_4,Sooooooooooooooooooooooooooooo Nice supper photo editing wow,2.0,2.0
99_7013_4,Wow One of the best app i came across loved it,2.0,2.0
99_7014_4,Grt app not just editing d picsbt lso u can create ur own fun wid it Its a must bt sumtyms it stops workingidk y,2.0,2.0
99_7015_4,Wow It's cool apps,2.0,2.0
99_7016_4, Love it ,2.0,2.0
99_7017_4,I Love It Awesome ,2.0,2.0
99_7018_4,good bkvi,2.0,2.0
99_7019_4, I love this app so much I recommended this so to anyone that likes to edit pictures It has so many great features Keep up the good work guys,2.0,2.0
99_7020_4,Awesom Nice program it made my pics nicier ,2.0,2.0
99_7021_4,omg omg it's awesome I luv it 3,2.0,2.0
99_7022_4,goooood excellent,2.0,2.0
99_7023_4,Soooooo Amazing Yaar I LoVe It,2.0,2.0
99_7024_4,Cool Awese Stuff,2.0,2.0
99_7025_4,awsome perfect,2.0,2.0
99_7026_4,Awesome A must have app,2.0,2.0
99_7027_4,Excellent This is The best app ever made,2.0,2.0
99_7028_4,Waw This app is great compared to others,2.0,2.0
99_7029_4,amazing app great app to new genration,2.0,2.0
99_7030_4,Canvas 2 Just superb Widout dis app the phone is incomplete A must download,2.0,2.0
99_7031_4,I love this app Lovely,2.0,2.0
99_7032_4,Its cool Its awesome,2.0,2.0
99_7033_4,Marvelous Good app,2.0,2.0
99_7034_5,Can't read exel file correctly After updated yesterday I can't read the exel file correct as original Please help ,2.0,2.0
99_7035_5,Can't get a response from Developers The game itself isn't bad If anything a bit monotonous However the manual is less than desirable specifically when speaking about how to feed cows I figured out meadows on my own but cant make straw bales for the life of me And this is apparently hkw to create manure flr fertilizer I have emailed the developers amd received no response VERY FRUSTRATING You spend money in the game for equipment that you can't use ,2.0,2.0
99_7036_5,Not working properly wont download emails to inbox,2.0,2.0
99_7037_5, The app closes everytime i take a picture ,2.0,2.0
99_7038_5,less then 1 star Downloaded and not been able to play yet as keeps crashing and closing,2.0,2.0
99_7039_5,Nexus 4 The game do not have any audio please fix it ,2.0,2.0
99_7040_5,It sucks When I press nothing happens plus I can't even share the videos I make,2.0,2.0
99_7041_5,Buggy app broke by update Another paid app fail Edit back to 1 star again Now crashes everytime a battles won ,2.0,2.0
99_7042_5,Pretty wired Sometimes on 1st opening it flashes green colour and i need to close it and open again 5 stars if yuo fix this ,2.0,2.0
99_7043_5,Ruined by DRM I tried to play it but all I get is 'Can't Access License Server really DRM is destroying games on my mobile devices too ,2.0,2.0
99_7044_5,Why doesn't the music work Upsetting to have a clip made but NO music Tried it for my business and this Is actually very disappointing ,2.0,2.0
99_7045_5,Won't install Got a Nexus 4 with loads of free space but installer says it has 0 MB available ,2.0,2.0
99_7046_5,Could be good Doesn't load Moto electrify m Fix and I will give a better review,2.0,2.0
99_7047_5,Keeps Crashing Installed on the loading page and it crashes Tried re installing shutting down my phone still the same Please fix this and I'll give a 5 star rating ,2.0,2.0
99_7048_5,Slow Buggy It takes more than a minute to open a file which is opened within 10 seconds in polaris office Tab 2 3100 Needs speed improvement Edit It shows only a blank white screen when we try to open some doc files OMG Developers I hope you have tested the file which I have sent to you ,2.0,2.0
99_7049_5,Bad When i want take a picture the picture from my camera phone is not shown just blank plis fix it My phone is samsung galaxy young s5360,2.0,2.0
99_7050_5,Update The app refused to update but others would Had to uninstall ,2.0,2.0
99_7051_5,Sucks Forces close when trying to post on instagram,2.0,2.0
99_7052_5,Does not property work on the 2013 Nexus 7,2.0,2.0
99_7053_5,Not working I have a wifi printer and when I try to print from my droid RAZR Max HD it says need to download update then when I try to download update it says Update cannont be completed Error Fix and I'll change my rating Or advise me what to do ,2.0,2.0
99_7054_5,Won't launch on my Galaxy S4 All I get is a black screen ,2.0,2.0
99_7055_5,Sony xperia sp Sony xperia sp native resolution not supported,2.0,2.0
99_7056_5,Problem while activating Iv been using viber since a long tym nd it has never dissapointed me but I just deactivated my account for a day nd den I try to activate I dont get my code by txt nd neither do I get a call im trying again n again please fix the problem,2.0,2.0
99_7057_5,Pay version still spamming I bought the paid version and I can still see promotions in the dashboard Remove it Edit Developers asked me to disable promotions I did so there seems to be an option to autocheck new promotions However this only disables the updating The annoying ad bar is still visible on the dashboard displaying a generic promotion of their products ,2.0,2.0
99_7058_5,Doesn't work A poor app unfortunately It started loading pictures then took me back to homescreen with no video or upload ,2.0,2.0
99_7059_5,Not happy I downloaded this app because I have the first one and I loved it but this one will not even load on my phone all I get is a black screen and music plz fix,2.0,2.0
99_7060_5,Game keeps crahing on me please fix ,2.0,2.0
99_7061_5,Can I go back to older version Loved the app was quick and always connected until the last update Have tried every suggestion When I first open it nothing happens it just sits at an empty screen Have to close and reopen several times and it is so slow to connect now Hope it improves To be fair I am having same is with lastest tappatalk upgrade also Galaxy Note,2.0,2.0
99_7062_5,bugs bugs bugs lots of bug i cannot login anymore my device lag when trying to open the app fix this sucks ,2.0,2.0
99_7063_5,LG Spirit many bugs sometimes it wont shoot a picture and i have to reopen app orientation when I rotate phone works about 20 of the time touch to focus is terrible focus in general is terrible no matter what setting and other things as well HD CAMERA PRO takes MUCH better pictures and its free Quit adding so many features who cares what frame i put on a blurry picture ,2.0,2.0
99_7064_5,Crashes since update Crashes whenever I go to the purchase coins section Purchased coins but they dont show ,2.0,2.0
99_7065_5,Unclassified Always I don't get connected even though I have enough net band width unable to to line call,2.0,2.0
99_7066_5,Camera DOOM FX Pictures will not save to external SD card In fact they are saving to a temporary folder and are not even showing up in the gallery Emailed Dev replied dealing with it have heard nothing since ,2.0,2.0
99_7067_5,Unusable Unusable Whem trying to find the right forum it takes forever to scroll down ,2.0,2.0
99_7068_5,In game purchase not working Games shuts down when I first tried buying or when tying to restore the purchase I will change my rating when you fix this I gave you my money the last you can do is have a fully functioning app ,2.0,2.0
99_7069_5,Multiplayer cant join Cant join games just keeps searching I tried custom join and says error can't join,2.0,2.0
99_7070_5,Bummer Seen a friend post a video on Facebook then I downloaded the ap all I can do is select photos and it won't let me continue after I have chosen which ones I'd like to use it keeps telling me there's an error,2.0,2.0
99_7071_5,Server error In Belgium I bought on PlayStore and says need extra 160 MB to download but always get server error 5002 Thanks for taking my money ,2.0,2.0
99_7072_5,Lame Screen goes black when focusing Lag Long initialization Please fix some ,2.0,2.0
99_7073_5,Galax s4 Can't search for friends online,2.0,2.0
99_7074_5,SO DUMB I paid for this game Tried to download it and it won't let me I also can't get a refund FIX THIS ,2.0,2.0
99_7075_5,update kept crashing What was a barely usable programme to begin with kept crashing after I updated So I have now Uninstalled it ,2.0,2.0
99_7076_5,Didn't work Ive been trying to download this game for a week and it will not load at all disappointed because it looks like a great game,2.0,2.0
99_7077_5,Badd The New Updated One Sucks It Dosent Even Save THE picturess ,2.0,2.0
99_7078_5,Shocking Played this on a iPad and it was quality Download it on my Xperia z tablet and the game is upside down It is impossible to play and gone past the refund stage no worth risking losing 2 99 in my opinion,2.0,2.0
99_7079_5,Please It won't let me sign out plz fix plz I have a rca 7inch tablet,2.0,2.0
99_7080_5,Hhfg Too slow to download,2.0,2.0
99_7081_5,Okay that's it Everytime i download this app it says that it's finish downloading and then when i search i don't found it and when i open the playstore i open viber and it says that i want to download it again ,2.0,2.0
99_7082_5,Seems fun This seems like a fun game but keeps crashing whenever it goes to a new screen I think it takes to much ram ,2.0,2.0
99_7083_5,Not good now game Game freezes don't know why please help can't get out of game,2.0,2.0
99_7084_5,So slow loading at first Buggy new update,2.0,2.0
99_7085_5,Hey Whats wrong with this app It does not allow me to choose pic from gallery ,2.0,2.0
99_7086_5,Problems I signed out and tried to sign back in later and it says i have no pages to manage ,2.0,2.0
99_7087_5,Poor Why it doesn't work I've captured my face then it shown processing but nothing happens and keep returning me to the camera Please fix it I'm using galaxy tab 7 0 plus,2.0,2.0
99_7088_5,Can't read text boxes well Decent but can't seem to read documents with text boxes and images very well ,2.0,2.0
99_7089_5,Battery hungry beyond belief if I had the application open a full charge can be gone in 4 to five hour while normally lasts 16 have to keep it open just when needed ,2.0,2.0
99_7090_5,Very fun game yet buggy Absolutely no sound in game and several game crashing bugs through story mode,2.0,2.0
99_7091_5,Worked great at first Worked great with the scheduling feature for a while Now it says for me to check my connection and that an unexpected error occurred I tried it on both wifi and 4g I also tried restarting the phone and uninstalling and reinstalling the program No help I have a ZTE Avid ,2.0,2.0
99_7092_5,Broken Multiplayer Multiplayer doesn't work at all I just get failed to connect every time Would give 5 stars if online ever gets fixed ,2.0,2.0
99_7093_5,Doesn't start up The app gets to the loading screen and then force closes please fix Running Android 4 4 2 kit kat on a nexus 7 2013 I'm assuming it force closes as I'm using ART runtime Please update to work with ART ,2.0,2.0
99_7094_5,New Update Is Rubbish Its now really laggy and slow when going into the filters for manual focus for turning the flash on and off I much preferred the old interface samsung galaxy s3 mini,2.0,2.0
99_7095_5,N4 kitkat Still getting dark images on pictures taken with flash despite update ,2.0,2.0
99_7096_5,Hmmm Messages I receive on my app don't show on the laptop version of Skype and vice versa ,2.0,2.0
99_7097_5,Samsung s3 Amazing graphics but it keeps crashing either during the race or at the end of it Please fix the definitely 5 stars ,2.0,2.0
99_7098_5,Annoyed I would like to log in one time and it stays logged on Also my camera would not work on here but it works fine with my other apps need to fix asap ,2.0,2.0
99_7099_5,Glitchy Would never load my new emails Switched back to native email client on my Note II ,2.0,2.0
99_7100_5,Was working Now it corrupts every docx file I save This has cost me hours of work I paid for this Editors Choice really I cannot recommend this program in its current state Nexus 10 4 4,2.0,2.0
99_7101_5,Developers nd attention here Aftr processing the quality of the picture gts dampened or turns bad need to fix ths all,2.0,2.0
99_7102_5,Popularity from Herd Behavior Millions of users can be wrong This app and application has a poor interface allows all sorts of strangers to harass you is not intuitive The messaging only works sometimes no indication of it has been read or not It is a bandwidth hog Corporations hate it on their networks Oh and I still have out installed Part of the herd ,2.0,2.0
99_7103_5,Great game but I really like this game but it wont display properly on my Samsung Galaxy Ace I get a white background Please fix or I want my money back ,2.0,2.0
99_7104_5,NEEDS FIXING Everytime I get ready to use the picframe and go to pick a photo when I return to the frame it only shows the texture I have to go through this same problem everytime I use it Restarting my phone is the only way to get it right up until I want to use it again Please fix ASAP,2.0,2.0
99_7105_5,Loved it until The most recent update has left me less than pleased Double posting pics messing up the way cover photos look it's NOT better in fact it's worse I use to give it 4 stars now it barely gets 2 Please fix before I lose more fans ,2.0,2.0
99_7106_5,Functionality is as advertised but still buggy I use DSLR controller via wifi on a 6D During operation varying function such as aperture control white balance etc would cease to react irreproducably Timed bulb exposure being the only advantage over Canon's own app and the reason why I bought the app causes the app and the camera to crash Disappointing and expensive I keep hoping for more reliable updates ,2.0,2.0
99_7107_5,Wont create team The game is good but when I try to create the team all I get is a go back button ,2.0,2.0
99_7108_5,No sound Google Nexus 7 2013 This is a 5 star game otherwise Fix the sound so I can change my rating ,2.0,2.0
99_7109_5,Idk Why does it FOREVER to download I have a galaxy 3 mini and its so long ' Like i downloaded it cuz its says download over wifi and i accepted it and it was still downloading for two ing hrs ,2.0,2.0
99_7110_5,So so Why cant email be marked as unread Why when I reply to an email it turns up in my inbox ,2.0,2.0
99_7111_5,Bad control It's really hard to play Controls are real challenge And it's killing all the fun,2.0,2.0
99_7112_5,Force closes all the time This app isn't worth the money It crashes more than any of my other camera apps makes me restart my phone before I can reopen the app ,2.0,2.0
99_7113_5,Fx is waste I clicked photos in fx mode but unable to open that in mobile or pc ,2.0,2.0
99_7114_5,Could be better App freezes time to time and laggy ,2.0,2.0
99_7115_5,When it works great Keeps freezing and not completing so really annoying after you've spent so long doing it lets app down because it I great when it does work,2.0,2.0
99_7116_5,Can't open the apps Whenever I open the apps it shut down after few seconds I tried uninstall and reinstall and its the same It was ok before the last update ,2.0,2.0
99_7117_5,After the update this game crashes after any battle Please fix the problem ,2.0,2.0
99_7118_5,Help Won't let me download its saying I have no memory on my phone but I do I have loads ,2.0,2.0
99_7119_5,Can't play I have brought this because it is amazing but now i can't play this because it dose not work on android and i am on Samsung pad 2 and won't work update soon as possible please i can't wait to play and hurry up,2.0,2.0
99_7120_5,worst it ws awesome app before d last update doesent show my pictures,2.0,2.0
99_7121_5,Native crash when selecting the new ship Update they fixed the 0 of 0 issue but app got native crash when selecting the new ship Pros nice graphics beautiful ocean simulation Cons no immersive mode for 4 4 devices the game is a bit short and game mode event is too simple the battle gets a bit boring after a few hours ,2.0,2.0
99_7122_5,Love this game But since the update it crashes every time I sink my first battle since update I'm on the galaxy note 2 Please fix and I'll go back to 5 stars,2.0,2.0
99_7123_5,Keeps auto deleting every 3 days This app is quite nice but ever since the last update it keeps auto deleting I have re installed it thrice including today That is just wrong ,2.0,2.0
99_7124_5,Wont load I have been playin this for few weeks now all of sudden it wont load,2.0,2.0
99_7125_5,Needs ART support Game was just updated today and still doesn't support ART runtime Opens to main screen then force closes Works fine on dalvik but it is the only app I have that doesn't work on ART Once this problem has been addressed will update review and rating ,2.0,2.0
99_7126_5,Fix availability in andriod I can't open the game now Please have the update version on android phones I'll wait or if not uninstall it ,2.0,2.0
99_7127_5,How disappointing Love the easiness of the upload of pics and music however EVERY SINGLE TIME I GO TO POST MY VIDEO IT BLINKS CANNOT PLAY VIDEO ON TOP OF that I paid 1 99 for my own watermark and I can't watch MY VIDEO ,2.0,2.0
99_7128_5,Note 3 online not working Couple of weeks ago im able to play in online and now it says cant connect check ur network but i have highspeed internet,2.0,2.0
99_7129_5,Bug in new update Favourite tab is not working please check n solve the issue ,2.0,2.0
99_7130_5,It would be good if It eould be good if the focus wasn't screwed up Works fine on all the other camera apps except this one Focus set as macro acts like its set on auto set as auto it acts as macro And forGET it if its on night shot ,2.0,2.0
99_7131_5,Black screen on nexus 7 When the race starts the screen goes black Can't see car or the track Please help ,2.0,2.0
99_7132_5,zzzz keeps closing crashing losing all my work zzzz FIX IT ,2.0,2.0
