Id,Subject,MainText,Text,TextTokens,TextTopics,TopicPercentages
99_6600_4,rating,Great Luv it App works excellent No issues at all,rating Great Luv it App works excellent No issues at all,"['App', 'excellent', 'issue']",[],[]
99_6601_4,rating,PINTEREST I have an addiction for this App This is the BEST Thank you so much for this wonderful Application For smartphone works wonderful I have no problems whatsoever Keep up the good work guys,rating PINTEREST I have an addiction for this App This is the BEST Thank you so much for this wonderful Application For smartphone works wonderful I have no problems whatsoever Keep up the good work guys,"['PINTEREST', 'addiction', 'wonderful', 'application', 'smartphone', 'wonderful', 'problem', 'good', 'work', 'guy']",[],[]
99_6602_4,rating,Pinterest Luv this app This app is one of my favorite apps,rating Pinterest Luv this app This app is one of my favorite apps,"['Pinterest', 'app', 'app', 'favorite', 'app']",[16],[0.45314044]
99_6603_4,rating,Love it Very addicting you can get lost for houra ,rating Love it Very addicting you can get lost for houra,['houra'],[],[]
99_6604_4,rating,Love love love this app Thanks,rating Love love love this app Thanks,"['Love', 'love', 'app', 'thank']",[51],[0.56632686]
99_6605_4,rating,Perfect 3 I love this app so much so simple to use I adore it 3,rating Perfect 3 I love this app so much so simple to use I adore it 3,"['perfect', '3', 'app', 'simple', '3']",[51],[0.47009385]
99_6606_4,rating,Addictive I have to watch when I go on this as I can not get off ,rating Addictive I have to watch when I go on this as I can not get off,[],[],[]
99_6607_4,rating,Gr8 Gr8 ,rating Gr8 Gr8,[],[],[]
99_6608_4,rating,Stacey Thanks you are awesome,rating Stacey Thanks you are awesome,"['thank', 'awesome']","[53, 46]","[0.33090648, 0.32793328]"
99_6609_4,rating,Love it This is a great app and i,rating Love it This is a great app and i,"['Love', 'great', 'app']",[16],[0.4711457]
99_6610_4,rating,5 EXCELLENTE,rating 5 EXCELLENTE,['5'],[12],[0.48386467]
99_6611_4,rating,Cannot stahp I never leave this site Ever,rating Cannot stahp I never leave this site Ever,['site'],[23],[0.48211038]
99_6612_4,rating,Love it Addictive and useful Just not enough hours in the day ,rating Love it Addictive and useful Just not enough hours in the day,"['addictive', 'useful', 'hour', 'day']",[61],[0.39454287]
99_6613_4,rating,Pretty awesome Liked everything about it Wish there was a way to save some of the photos though,rating Pretty awesome Liked everything about it Wish there was a way to save some of the photos though,"['Pretty', 'awesome', 'way', 'photo']",[28],[0.5909228]
99_6614_4,rating,Love it Perfect and so easy to use,rating Love it Perfect and so easy to use,['easy'],[26],[0.48754585]
99_6615_4,rating,Love this app Super simple layout and easy to use on mobile device Happy with the updates especially the quick pin and like capability ,rating Love this app Super simple layout and easy to use on mobile device Happy with the updates especially the quick pin and like capability,"['Love', 'app', 'Super', 'simple', 'layout', 'easy', 'mobile', 'device', 'happy', 'update', 'quick', 'pin', 'capability']",[43],[0.37982258]
99_6616_4,rating,Awesome Love it for my kitchen and garden,rating Awesome Love it for my kitchen and garden,"['kitchen', 'garden']","[19, 7]","[0.32964906, 0.32592738]"
99_6617_4,rating,Wonderful App Very addictive and a lot of fun Get to share some really cool pictures ideas jokes and recipes,rating Wonderful App Very addictive and a lot of fun Get to share some really cool pictures ideas jokes and recipes,"['addictive', 'fun', 'cool', 'picture', 'idea', 'joke', 'recipe']",[30],[0.60661405]
99_6618_4,rating,Great ideas One of my fav apps,rating Great ideas One of my fav apps,"['great', 'idea', 'fav', 'app']",[16],[0.38375166]
99_6619_4,rating,Stella Love it So addictive,rating Stella Love it So addictive,['addictive'],[51],[0.48781013]
99_6620_4,rating,Loved it I loved it but it took up way to much space,rating Loved it I loved it but it took up way to much space,"['way', 'space']",[19],[0.6519006]
99_6621_4,rating,Very easy to use and very helpful So cool,rating Very easy to use and very helpful So cool,"['easy', 'helpful', 'cool']",[],[]
99_6622_4,rating,Love pinning Very good app,rating Love pinning Very good app,"['Love', 'good', 'app']","[18, 51]","[0.4215866, 0.33366075]"
99_6623_4,rating,Gud It helps to bring out creativity within us ,rating Gud It helps to bring out creativity within us,['creativity'],[52],[0.4814263]
99_6624_4,rating,Great tool I use this to organize my life,rating Great tool I use this to organize my life,"['great', 'tool', 'life']",[],[]
99_6625_4,rating,Love pinterest App is okay,rating Love pinterest App is okay,"['Love', 'pinterest', 'App', 'okay']",[],[]
99_6626_4,rating,Love pinterest Love it only downside is the quality of the pictures are a lot lower on the app than the website when used on computers,rating Love pinterest Love it only downside is the quality of the pictures are a lot lower on the app than the website when used on computers,"['Love', 'pinterest', 'love', 'quality', 'picture', 'low', 'app', 'website', 'computer']",[27],[0.39273572]
99_6627_4,rating,The best site ever,rating The best site ever,"['good', 'site']","[18, 23]","[0.34054366, 0.33196828]"
99_6628_4,rating,Addicted,rating Addicted,[],[],[]
99_6629_4,rating,Love pinterest I'm addicted ,rating Love pinterest I'm addicted,"['Love', 'pinterest']","[51, 43, 68]","[0.33061704, 0.3278048, 0.5]"
99_6630_4,rating,Amazed,rating Amazed,[],[],[]
99_6631_4,rating,Great app I am so addicted to pinning on my 20 boards,rating Great app I am so addicted to pinning on my 20 boards,"['great', 'app', 'addicted', '20', 'board']",[13],[0.39969614]
99_6632_4,rating,Amazing Love it,rating Amazing Love it,[],[],[]
99_6633_4,rating,Best app ever Love it,rating Best app ever Love it,"['good', 'app', 'love']","[18, 51]","[0.42189246, 0.33335486]"
99_6634_4,rating,Good application Thank you,rating Good application Thank you,"['good', 'application']","[18, 6]","[0.3457603, 0.32774338]"
99_6635_4,rating,So helpful Love love it ,rating So helpful Love love it,"['helpful', 'Love']","[51, 5]","[0.3306166, 0.3273697]"
99_6636_4,rating,Love it ,rating Love it,['Love'],[51],[0.48781252]
99_6637_4,rating,Abdolutely love,rating Abdolutely love,[],[],[]
99_6638_4,rating,Niceapp Pin pin pin,rating Niceapp Pin pin pin,"['pin', 'pin', 'pin']","[59, 68]","[0.73580337, 1.0]"
99_6639_4,rating,I love this app and could not live without it,rating I love this app and could not live without it,['app'],[16],[0.50570786]
99_6640_4,rating,Love it I love everything about the pinterest app The only thing it's missing is being able to change the cover photos on the boards,rating Love it I love everything about the pinterest app The only thing it's missing is being able to change the cover photos on the boards,"['Love', 'pinterest', 'app', 'thing', 'able', 'cover', 'photo', 'board']",[],[]
99_6641_4,rating,Awesome Love it from the gate If you're thinking rather you should or not Just do it You shall not be disappointed Big Brian Clearwater FL,rating Awesome Love it from the gate If you're thinking rather you should or not Just do it You shall not be disappointed Big Brian Clearwater FL,['gate'],[],[]
99_6642_4,rating,Great sharing Love to be able to search and find exactly what I want Also makes preparing a menu easier It's awesome to have exactly what I have pinned all organized just for me ,rating Great sharing Love to be able to search and find exactly what I want Also makes preparing a menu easier It's awesome to have exactly what I have pinned all organized just for me,"['great', 'sharing', 'love', 'able', 'menu', 'easy', 'awesome']",[54],[0.37222013]
99_6643_4,rating,I love it ,rating I love it,[],[],[]
99_6644_4,rating,Good Easy to use,rating Good Easy to use,[],[],[]
99_6645_4,rating,Awesome Love this app Some of the updates are annoying but it's still great,rating Awesome Love this app Some of the updates are annoying but it's still great,"['app', 'update', 'annoying', 'great']",[16],[0.3906915]
99_6646_4,rating,Jfk702 Great apps to share thought and pic,rating Jfk702 Great apps to share thought and pic,"['great', 'app', 'thought']",[16],[0.50151163]
99_6647_4,rating,One of my favourite if not the favourite social networking sites Use it every day to find and store lots of interesting and lovely things,rating One of my favourite if not the favourite social networking sites Use it every day to find and store lots of interesting and lovely things,"['favourite', 'favourite', 'social', 'networking', 'site', 'day', 'lot', 'interesting', 'lovely', 'thing']",[31],[0.6320083]
99_6648_4,rating,Awesomeness GR8 APP ,rating Awesomeness GR8 APP,[],[],[]
99_6649_4,rating,Very cool Very awesome I can look how to do my hair and painting nails u should all get this app,rating Very cool Very awesome I can look how to do my hair and painting nails u should all get this app,"['cool', 'awesome', 'hair', 'painting', 'nail', 'app']","[53, 5]","[0.39390007, 0.30328208]"
99_6650_4,rating,Love it ,rating Love it,['Love'],[51],[0.48781252]
99_6651_4,rating,Addicted Excellent place for a little bit of everything ,rating Addicted Excellent place for a little bit of everything,"['place', 'little', 'bit']",[32],[0.49115947]
99_6652_4,rating,Inspirational,rating Inspirational,[],[],[]
99_6653_4,rating,Amazing I love this app I'm addicted Its so fun There's nothing I would change ,rating Amazing I love this app I'm addicted Its so fun There's nothing I would change,"['app', 'fun']",[30],[0.65056837]
99_6654_4,rating,LOVE IT D,rating LOVE IT D,"['love', 'd']","[51, 10]","[0.33061737, 0.32641646]"
99_6655_4,rating,So addictive Love love love ,rating So addictive Love love love,"['addictive', 'Love', 'love', 'love']",[51],[0.7889094]
99_6656_4,rating,Addict I get on pinterest and suddenly an hour has disappeared,rating Addict I get on pinterest and suddenly an hour has disappeared,"['pinterest', 'hour']","[43, 61, 68]","[0.327805, 0.3265736, 0.5]"
99_6657_4,rating,Love Love it ,rating Love Love it,[],[],[]
99_6658_4,rating,Excellent App Love this app ,rating Excellent App Love this app,['app'],[16],[0.5057034]
99_6659_4,rating,Awesome I love pinterest its a place where I can keep all the things I like and are interested in in one place,rating Awesome I love pinterest its a place where I can keep all the things I like and are interested in in one place,"['pinterest', 'place', 'thing', 'interested', 'place']",[32],[0.49406865]
99_6660_4,rating,I love this app anything u want to see or learn is right here Love the people who post,rating I love this app anything u want to see or learn is right here Love the people who post,"['app', 'love', 'people']",[51],[0.46266913]
99_6661_4,rating,Love the info pics and people Love it,rating Love the info pics and people Love it,"['Love', 'info', 'pic', 'people', 'love']",[51],[0.38890925]
99_6662_4,rating,Love it Great app,rating Love it Great app,"['love', 'great', 'app']",[16],[0.47143534]
99_6663_4,rating,Love it I really enjoy spending some time with pinterest I have learned a lot The site gets my creative juices flowing,rating Love it I really enjoy spending some time with pinterest I have learned a lot The site gets my creative juices flowing,"['Love', 'time', 'pinterest', 'site', 'creative', 'juice']",[68],[0.3333333333333333]
99_6664_4,rating,Great Great ideas for all kinds of things Check it everyday for new things I wanna make,rating Great Great ideas for all kinds of things Check it everyday for new things I wanna make,"['great', 'great', 'idea', 'kind', 'thing', 'new', 'thing']",[],[]
99_6665_4,rating,Still great as always Love it,rating Still great as always Love it,"['great', 'love']","[16, 51]","[0.34274557, 0.33061647]"
99_6666_4,rating,Love this app Sometimes I get lost with time because it is so addicting It is so fun to look at everything and pin your likes or needs to your own boards I also use a lot of the ideas I get from Pinterest in my classroom and I have used DIY ideas for my home ,rating Love this app Sometimes I get lost with time because it is so addicting It is so fun to look at everything and pin your likes or needs to your own boards I also use a lot of the ideas I get from Pinterest in my classroom and I have used DIY ideas for my home,"['Love', 'app', 'time', 'fun', 'like', 'board', 'idea', 'Pinterest', 'classroom', 'DIY', 'idea', 'home']","[21, 68]","[0.36509034, 0.3333333333333333]"
99_6667_4,rating,I love this app just wish it was available for every site i visited Would recommend,rating I love this app just wish it was available for every site i visited Would recommend,"['app', 'available', 'site']","[23, 49]","[0.3957645, 0.34270594]"
99_6668_4,rating,Amazing Highly addictive ,rating Amazing Highly addictive,['addictive'],[51],[0.48781013]
99_6669_4,rating,Great Love it Addicting to,rating Great Love it Addicting to,[],[],[]
99_6670_4,rating,Awesome I love this app so much I do wish I could change my board cover and have more categories like on the website,rating Awesome I love this app so much I do wish I could change my board cover and have more categories like on the website,"['app', 'board', 'cover', 'category', 'website']",[],[]
99_6671_4,rating,Love My favorite app,rating Love My favorite app,"['favorite', 'app']",[17],[0.6491264]
99_6672_4,rating,The best Love this app has everything you need,rating The best Love this app has everything you need,"['good', 'Love', 'app']","[18, 51]","[0.42176676, 0.3334805]"
99_6673_4,rating,I love this app There is so much to see and learn on this app that I just can't get enough of it I could spend hours each day,rating I love this app There is so much to see and learn on this app that I just can't get enough of it I could spend hours each day,"['app', 'app', 'hour', 'day']",[48],[0.58037037]
99_6674_4,rating,Great LOVE LOVE Pinterest,rating Great LOVE LOVE Pinterest,"['great', 'love', 'love', 'Pinterest']",[51],[0.39699984]
99_6675_4,rating,This app sucks,rating This app sucks,['app'],[16],[0.5056987]
99_6676_4,rating,Amazing The best app I have ,rating Amazing The best app I have,"['good', 'app']",[18],[0.66800636]
99_6677_4,rating,Love this app,rating Love this app,"['Love', 'app']",[51],[0.6528617]
99_6678_4,rating,Love this app easy to use ,rating Love this app easy to use,"['Love', 'app', 'easy']",[51],[0.45520476]
99_6679_4,rating,I'd rather be Pinning It has taken me from that looks coolto LOOK WHAT I MADE ,rating I'd rather be Pinning It has taken me from that looks coolto LOOK WHAT I MADE,['coolto'],[],[]
99_6680_4,rating,No bugs,rating No bugs,['bug'],[56],[0.4816042]
99_6681_4,rating,Love it it keeps me busy,rating Love it it keeps me busy,"['Love', 'busy']","[61, 51]","[0.33115882, 0.32602763]"
99_6682_4,rating,Best app ever Use it every day all the time ,rating Best app ever Use it every day all the time,"['good', 'app', 'day', 'time']","[48, 18]","[0.3324629, 0.31268096]"
99_6683_4,rating,Brilliant ,rating Brilliant,[],[],[]
99_6684_4,rating,Pinterest Love This,rating Pinterest Love This,['Pinterest'],"[37, 68]","[0.4845899, 1.0]"
99_6685_4,rating,Hai Gold,rating Hai Gold,[],[],[]
99_6686_4,rating,Love love love Pinterest ,rating Love love love Pinterest,"['Love', 'love', 'love', 'Pinterest']",[51],[0.59295493]
99_6687_4,rating,Awesome Yes,rating Awesome Yes,[],[],[]
99_6688_4,rating,Love LOVE this app I could spend hours on this app ,rating Love LOVE this app I could spend hours on this app,"['app', 'hour', 'app']",[16],[0.5029006]
99_6689_4,rating,Good Works great Havent had and problems,rating Good Works great Havent had and problems,"['great', 'problem']","[16, 42]","[0.34274563, 0.32732436]"
99_6690_4,rating,Great app I love being able to use Pinterest on the go,rating Great app I love being able to use Pinterest on the go,"['great', 'app', 'able', 'Pinterest']","[37, 16]","[0.4221812, 0.3778514]"
99_6691_4,rating,Super like Luuuuuuuurrrrrve it ,rating Super like Luuuuuuuurrrrrve it,"['Super', 'luuuuuuuurrrrrve']",[13],[0.4830745]
99_6692_4,rating,Love ,rating Love,[],[],[]
99_6693_4,rating,Pin head I'm a pinterest addict and this fills my addiction on the go ,rating Pin head I'm a pinterest addict and this fills my addiction on the go,"['Pin', 'head', 'pinterest', 'addict', 'addiction']","[28, 68]","[0.6579475, 0.4]"
99_6694_4,rating,Pintrest I love tuis app it gives me ideas i would totaly recomend this app,rating Pintrest I love tuis app it gives me ideas i would totaly recomend this app,"['tuis', 'idea', 'app']","[19, 68]","[0.57804567, 0.3333333333333333]"
99_6695_4,rating,Great for creatives and multitaskers So many ideas not enough time,rating Great for creatives and multitaskers So many ideas not enough time,"['creative', 'multitasker', 'idea', 'time']","[19, 68]","[0.40694037, 0.5]"
99_6696_4,rating,My favorite app ,rating My favorite app,"['favorite', 'app']",[17],[0.6491254]
99_6697_4,rating,I love love love this app ,rating I love love love this app,"['love', 'app']",[51],[0.65286225]
99_6698_4,rating,Very good Getting better with each update,rating Very good Getting better with each update,"['good', 'well', 'update']",[],[]
99_6699_4,rating,i love this app everything you want to see is here,rating i love this app everything you want to see is here,['app'],[16],[0.5057076]
99_6700_4,rating,Best app Cute ideas forever ,rating Best app Cute ideas forever,"['app', 'idea']","[19, 68]","[0.6518854, 0.5]"
99_6701_4,rating,Does what it says it does No complaints here,rating Does what it says it does No complaints here,['complaint'],[65],[0.48166645]
99_6702_4,rating,Love it So many wonderful ideas ,rating Love it So many wonderful ideas,"['love', 'wonderful', 'idea']",[68],[0.3333333333333333]
99_6703_4,rating,Love it Totally addicted ,rating Love it Totally addicted,['Love'],[51],[0.48781252]
99_6704_4,rating,Ideas for everything This app is great for artistic projects and other creative tasks,rating Ideas for everything This app is great for artistic projects and other creative tasks,"['app', 'great', 'artistic', 'project', 'creative', 'task']",[],[]
99_6705_4,rating,Awesome app Awesome app I teach and use it for work to find anchor charts and more,rating Awesome app Awesome app I teach and use it for work to find anchor charts and more,"['awesome', 'app', 'awesome', 'app', 'work', 'anchor', 'chart']","[53, 14]","[0.4339015, 0.31137058]"
99_6706_4,rating,Great app I really love this app Very entertaining and educational,rating Great app I really love this app Very entertaining and educational,"['great', 'app', 'app', 'entertaining', 'educational']",[16],[0.47970045]
99_6707_4,rating,Fabulous I love having this app It always loads quickly and runs great,rating Fabulous I love having this app It always loads quickly and runs great,"['app', 'great']",[16],[0.664992]
99_6708_4,rating,Love this,rating Love this,['Love'],[51],[0.48781252]
99_6709_4,rating, Love it,rating  Love it,[],[],[]
99_6710_4,rating,I love the pinterest app I'm still learning the functions but pleased overall Great app,rating I love the pinterest app I'm still learning the functions but pleased overall Great app,"['pinterest', 'app', 'function', 'overall', 'great', 'app']","[13, 16]","[0.35244644, 0.34794256]"
99_6711_4,rating,Nicee Really nice application I love to use it ,rating Nicee Really nice application I love to use it,"['nice', 'application']","[24, 6]","[0.32778636, 0.3277434]"
99_6712_4,rating,Great app This is the best Everything works really great I highly recommend this app ,rating Great app This is the best Everything works really great I highly recommend this app,"['great', 'app', 'good', 'great', 'app']",[16],[0.6363273]
99_6713_4,rating,Love it Amazing app for amazing website Good job ,rating Love it Amazing app for amazing website Good job,"['Love', 'amazing', 'app', 'amazing', 'website', 'good', 'job']",[18],[0.30057603]
99_6714_4,rating,Love it Such inspiration Pinterest is highly addictive and dont know that I could survive without it now jk of course But seriously very great app Lots of USEFUL information and creative ideas And to boot its a free app to enjoy endlessly No tech problems Just superb through and through ,rating Love it Such inspiration Pinterest is highly addictive and dont know that I could survive without it now jk of course But seriously very great app Lots of USEFUL information and creative ideas And to boot its a free app to enjoy endlessly No tech problems Just superb through and through,"['inspiration', 'Pinterest', 'addictive', 'great', 'app', 'lot', 'useful', 'creative', 'idea', 'free', 'app', 'tech', 'problem', 'superb']",[],[]
99_6715_4,rating,Endless entertainment,rating Endless entertainment,"['endless', 'entertainment']",[26],[0.4875391]
99_6716_4,rating,I honestly love everything about this Im very glad it allows me to basically look up how to do pretty much everything It comes in handy ,rating I honestly love everything about this Im very glad it allows me to basically look up how to do pretty much everything It comes in handy,"['glad', 'handy']","[63, 44]","[0.32678124, 0.32645556]"
99_6717_4,rating,Love it So addicting ,rating Love it So addicting,['love'],[51],[0.48781252]
99_6718_4,rating,Excellent Love Love Love I have so many new recipes and design ideas Its so fun to see what friends like and pin also,rating Excellent Love Love Love I have so many new recipes and design ideas Its so fun to see what friends like and pin also,"['new', 'recipe', 'design', 'idea', 'fun', 'friend']",[],[]
99_6719_4,rating,I actually like the app better than the online site,rating I actually like the app better than the online site,"['app', 'online', 'site']",[23],[0.49083346]
99_6720_4,rating,Addicted Simply can't stop browsing through before I wind my day ,rating Addicted Simply can't stop browsing through before I wind my day,['day'],[48],[0.48366424]
99_6721_4,rating,Great Very Nice AppsLove it,rating Great Very Nice AppsLove it,['nice'],[24],[0.48363632]
99_6722_4,rating,Great especially when you are stuck in a boring meeting,rating Great especially when you are stuck in a boring meeting,"['boring', 'meeting']","[4, 47]","[0.3261134, 0.32608086]"
99_6723_4,rating,Love It ,rating Love It,['Love'],[51],[0.48781252]
99_6724_4,rating,Lovely Funnest and most helpful app ever ,rating Lovely Funnest and most helpful app ever,"['helpful', 'app']",[5],[0.64961535]
99_6725_4,rating,Love it MAKES MY DAY with all the love ,rating Love it MAKES MY DAY with all the love,"['Love', 'day', 'love']",[51],[0.4937533]
99_6726_4,rating,Excellent site You can't go wrong here However don't join if you don't have a few hours each day to kill Highly addictive ,rating Excellent site You can't go wrong here However don't join if you don't have a few hours each day to kill Highly addictive,"['excellent', 'site', 'wrong', 'hour', 'day', 'addictive']",[],[]
99_6727_4,rating,Matters of Interest Simple to use Easy setup,rating Matters of Interest Simple to use Easy setup,"['easy', 'setup']",[26],[0.48754585]
99_6728_4,rating,Galaxy tab 3 Love pinterest app works well have it both on phone and tab,rating Galaxy tab 3 Love pinterest app works well have it both on phone and tab,"['Galaxy', 'tab', '3', 'pinterest', 'app', 'phone', 'tab']",[46],[0.42429763]
99_6729_4,rating,AWESOME ,rating AWESOME,['AWESOME'],[21],[0.48101673]
99_6730_4,rating,Love it I'm addicted Plus everything I asked to fix has been fixed so thanks for listening to us and making your updates worth it ,rating Love it I'm addicted Plus everything I asked to fix has been fixed so thanks for listening to us and making your updates worth it,"['Love', 'thank', 'update', 'worth']",[],[]
99_6731_4,rating,GREAT APP Love this app,rating GREAT APP Love this app,['app'],[16],[0.50570786]
99_6732_4,rating,Informative Very Enjoyable ,rating Informative Very Enjoyable,"['informative', 'enjoyable']","[23, 61]","[0.32673573, 0.3265791]"
99_6733_4,rating,Love it Awesome app,rating Love it Awesome app,"['awesome', 'app']",[53],[0.65315264]
99_6734_4,rating,Everything anything and everything enough said ,rating Everything anything and everything enough said,[],[],[]
99_6735_4,rating,AWESOME Never thought I'd be addicted to pinterest,rating AWESOME Never thought I'd be addicted to pinterest,['pinterest'],"[43, 68]","[0.48366445, 1.0]"
99_6736_4,rating,Excellent Very useful,rating Excellent Very useful,['useful'],[53],[0.4882397]
99_6737_4,rating,Lovelovelove obsessed ,rating Lovelovelove obsessed,[],[],[]
99_6738_4,rating,Awesome app Everyone should use this app ,rating Awesome app Everyone should use this app,"['awesome', 'app', 'app']",[53],[0.73768234]
99_6739_4,rating,Great ap,rating Great ap,[],[],[]
99_6740_4,rating,Awesome Awesome thanks,rating Awesome Awesome thanks,['thank'],[46],[0.48385373]
99_6741_4,rating,The Best,rating The Best,['good'],[18],[0.51015604]
99_6742_4,rating,Nice Cool,rating Nice Cool,[],[],[]
99_6743_4,rating,Love it I love this app It lets me edit my pics anyway I want and share them easily Definitely a 5 star app ,rating Love it I love this app It lets me edit my pics anyway I want and share them easily Definitely a 5 star app,"['Love', 'app', 'pics', '5', 'star', 'app']","[51, 12]","[0.45850742, 0.39232346]"
99_6744_4,rating,Super app I really like it,rating Super app I really like it,['app'],[16],[0.50569785]
99_6745_4,rating,Excellent Great app I have ever used,rating Excellent Great app I have ever used,"['excellent', 'great', 'app']",[16],[0.48777038]
99_6746_4,rating,Ayeee This app is awesome,rating Ayeee This app is awesome,"['app', 'awesome']",[53],[0.65315247]
99_6747_4,rating,Really good Glad downloaded,rating Really good Glad downloaded,"['good', 'Glad']",[18],[0.51015604]
99_6748_4,rating,Perfect Love This So Much ,rating Perfect Love This So Much,[],[],[]
99_6749_4,rating,Excellent app Best photography app till date ,rating Excellent app Best photography app till date,"['excellent', 'app', 'good', 'photography', 'app', 'date']",[18],[0.36591452]
99_6750_4,rating,p p,rating p p,[],[],[]
99_6751_4,rating,Like it Great app,rating Like it Great app,"['great', 'app']",[16],[0.664992]
99_6752_4,rating,Yes Awesome,rating Yes Awesome,[],[],[]
99_6753_4,rating,Nice I love this aap,rating Nice I love this aap,['aap'],[33],[0.48239946]
99_6754_4,rating,Best Great,rating Best Great,['great'],[16],[0.5057082]
99_6755_4,rating,DJ super,rating DJ super,['super'],[39],[0.48259735]
99_6756_4,rating,Excellent Love it,rating Excellent Love it,['Love'],[51],[0.48781252]
99_6757_4,rating,milla super,rating milla super,"['milla', 'super']",[39],[0.48259735]
99_6758_4,rating,Wow Awsome ,rating Wow Awsome,[],[],[]
99_6759_4,rating,Excellent Cool,rating Excellent Cool,[],[],[]
99_6760_4,rating,Wow Love this app,rating Wow Love this app,['app'],[16],[0.5057079]
99_6761_4,rating,Good Nice edithing photo,rating Good Nice edithing photo,"['edithing', 'photo']",[28],[0.4829103]
99_6762_4,rating,The best yo ',rating The best yo ',"['good', 'yo']",[18],[0.51015604]
99_6763_4,rating,Straight Straight,rating Straight Straight,[],[],[]
99_6764_4,rating,Goood Very good aap,rating Goood Very good aap,"['good', 'aap']","[18, 33]","[0.34576374, 0.3269441]"
99_6765_4,rating,Nice,rating Nice,[],[],[]
99_6766_4,rating,Good I like this app lets u do fun stuff with ur pics,rating Good I like this app lets u do fun stuff with ur pics,"['app', 'fun', 'stuff']",[30],[0.45600313]
99_6767_4,rating,god good,rating god good,['good'],[18],[0.51015604]
99_6768_4,rating,Picsart An awesome and Helpful photo editor ,rating Picsart An awesome and Helpful photo editor,"['Picsart', 'awesome', 'helpful', 'photo', 'editor']",[28],[0.330268]
99_6769_4,rating,Niceee It perfects,rating Niceee It perfects,['Niceee'],[],[]
99_6770_4,rating,Out of words Excellent app out of words just got to say sira ee laata,rating Out of words Excellent app out of words just got to say sira ee laata,"['word', 'excellent', 'app', 'word', 'laata']",[41],[0.40501046]
99_6771_4,rating,Cool This app Is good running my iPhone,rating Cool This app Is good running my iPhone,"['app', 'good']",[18],[0.66800624]
99_6772_4,rating,April I really luv diz appgreat effects on ur pic,rating April I really luv diz appgreat effects on ur pic,"['April', 'effect']",[58],[0.48213416]
99_6773_4,rating,Samsung galaxy s duos 2 Excellent app ever Thanks devoloper,rating Samsung galaxy s duos 2 Excellent app ever Thanks devoloper,"['Samsung', 'duos', '2', 'excellent', 'app', 'thank', 'devoloper']",[46],[0.8660291]
99_6774_4,rating,Wow Owsum app,rating Wow Owsum app,['app'],[16],[0.5057045]
99_6775_4,rating,Super Gd apps,rating Super Gd apps,['app'],[16],[0.50569975]
99_6776_4,rating,Nice Nice must try,rating Nice Nice must try,[],[],[]
99_6777_4,rating, Lovely Im creazy abt dis apps So many edditng apps here but this is only one,rating  Lovely Im creazy abt dis apps So many edditng apps here but this is only one,"['creazy', 'app', 'edditng', 'app']",[13],[0.7869502]
99_6778_4,rating,Amazing Fantastic editor ,rating Amazing Fantastic editor,"['amazing', 'fantastic', 'editor']",[],[]
99_6779_4,rating,Useful app I love this app ,rating Useful app I love this app,"['useful', 'app', 'app']",[53],[0.7376829]
99_6780_4,rating,On point iteedoe,rating On point iteedoe,"['point', 'iteedoe']",[44],[0.48166835]
99_6781_4,rating,v awesome app,rating v awesome app,"['awesome', 'app']",[53],[0.65315264]
99_6782_4,rating,It's really good I love it ,rating It's really good I love it,['good'],[18],[0.51015604]
99_6783_4,rating,The Best I absolutely love the app I use it all the time I recommend this to anyone ,rating The Best I absolutely love the app I use it all the time I recommend this to anyone,"['good', 'app', 'time']",[18],[0.49457493]
99_6784_4,rating,Exellent Nice t use and its very easy,rating Exellent Nice t use and its very easy,"['use', 'easy']","[26, 54]","[0.3304381, 0.32750684]"
99_6785_4,rating,Good app I love this app its awesome,rating Good app I love this app its awesome,"['good', 'app', 'app', 'awesome']","[53, 18]","[0.45597708, 0.3474069]"
99_6786_4,rating,Luvvvvvv it OMG I LOVE IT LOVE LOV LO L LU LUV LUV I LUV IT,rating Luvvvvvv it OMG I LOVE IT LOVE LOV LO L LU LUV LUV I LUV IT,"['Luvvvvvv', 'OMG']",[10],[0.48161104]
99_6787_4,rating,2 thumbs up Good,rating 2 thumbs up Good,"['2', 'thumb', 'good']",[],[]
99_6788_4,rating,A really Good app,rating A really Good app,"['good', 'app']",[18],[0.6680061]
99_6789_4,rating,Very good ,rating Very good,['good'],[18],[0.51015604]
99_6790_4,rating,This is awesome,rating This is awesome,['awesome'],[53],[0.48823994]
99_6791_4,rating,Amazing It's an awesome app I say you all download it,rating Amazing It's an awesome app I say you all download it,"['awesome', 'app']",[53],[0.6531521]
99_6792_4,rating,Kiran Best photo editor app,rating Kiran Best photo editor app,"['photo', 'editor', 'app']",[28],[0.7349247]
99_6793_4,rating,A Awesome,rating A Awesome,[],[],[]
99_6794_4,rating,Cool Fantastic,rating Cool Fantastic,[],[],[]
99_6795_4,rating,Samsung galaxy s4 Awesome,rating Samsung galaxy s4 Awesome,['Samsung'],[14],[0.48130563]
99_6796_4,rating,Photo photo photo Love them photos,rating Photo photo photo Love them photos,"['photo', 'photo', 'love']",[28],[0.4912405]
99_6797_4,rating,jst osm really awsm app jst love diz,rating jst osm really awsm app jst love diz,[],[],[]
99_6798_4,rating,galaxy pocket excellent application allover,rating galaxy pocket excellent application allover,"['excellent', 'application']","[46, 6]","[0.32793373, 0.32774353]"
99_6799_4,rating,Nothing I Wanna Try This,rating Nothing I Wanna Try This,[],[],[]
